author_std,fullname,qid,gender,birth_year,death_year,author
КунартК,NA,NA,NA,NA,NA,"Кунарт, К."
КунгуровГФ,"Кунгуров, Гавриил Филиппович",Q4247133,m,1903,1981,"Кунгуров, Г.; Кунгуров, Г. Ф.; Кунгуров, Гавриил"
КунгурцевИВ,NA,NA,m,NA,NA,"Кунгурцев, И. В.; Кунгурцев, Игорь"
КундерЮ,NA,NA,NA,NA,NA,"Кундер, Ю.; Кундер, Юхан"
КундышеваЭА,NA,NA,f,NA,NA,"Кундышева, Э. А."
КуниловФ,NA,NA,m,NA,NA,"Кунилов, Ф."
КунинВ,"Кунин, Владимир Владимирович",Q4247217,m,1927,2011,"Кунин, Владимир"
КунинК,NA,NA,m,NA,NA,"Кунин, К.; Кунин, Константин"
КунискийСД,NA,NA,m,NA,NA,"Куниский, С. Д."
КуновскийГ,NA,NA,m,NA,NA,"Куновский, Г.; Куновский, Генрих"
КупалаЯ,"Купала, Янка",Q377,m,1882,1942,"Купала, Я.; Купала, Янка"
КуперДФ,"Купер, Фенимор  ;Купер, Джемс-Фенимор Фенимор ;Купер, Джеймс Фенимор",Q167856,m,1789,1851,"Купер, Д. Ф.; Купер, Джеймс Фенимор; Купер, Джемс Фенимор; Купер, Ф.; Купер, Феиимор; Купер, Фенимор Д."
КуперманАИ,NA,NA,NA,NA,NA,"Куперман, А. И."
КуперманИ,NA,NA,NA,NA,NA,"Куперман, Исер"
КуперштокА,NA,NA,NA,NA,NA,"Купершток, А."
КуповыхВ,NA,NA,NA,NA,NA,"Куповых, В."
КупреяновН,NA,NA,m,NA,NA,"Купреянов, Н."
КупреяноваЕ,NA,NA,f,NA,NA,"Купреянова, Е."
КупринАИ,"Куприн, Александр Иванович",Q271457,m,1870,1938,"Куприн, А.; Куприн, А. И."
КупринАМ,NA,NA,m,NA,NA,"Куприн, А. М."
КупринМ,NA,NA,m,NA,NA,"Куприн, М."
КуприяновКВ,NA,NA,m,NA,NA,"Куприянов, К. В."
КуприяновН,NA,NA,m,NA,NA,"Куприянов, Н."
КуприяновичЛ,NA,NA,NA,NA,NA,"Куприянович, Л."
КупферМ,NA,NA,NA,NA,NA,"Купфер, М."
КураевА,"Кураев, Андрей Вячеславович",Q2157667,m,1963,NA,"Кураев, А."
КуракинН,NA,NA,m,NA,NA,"Куракин, Н."
КуракинПГ,NA,NA,m,NA,NA,"Куракин, П.; Куракин, П. Г.; Куракин, Петр"
КурановЮН,"Куранов, Юрий Николаевич",Q55106414,m,1931,2001,"Куранов, Ю. Н.; Куранов, Юрий"
КуратовИА,"Куратов, Иван Алексеевич",Q2366812,m,1839,1875,"Куратов, И. А."
КуратоваНН,NA,NA,f,NA,NA,"Куратова, Н. Н."
КурачВ,NA,NA,m,NA,NA,"Курач, Всеволод"
КурашевВ,NA,NA,m,NA,NA,"Курашев, В."
КурбаннепесовК,"Курбаннепесов, Керим",Q4247871,m,1929,1988,"Курбаннепесов, К.; Курбаннепесов, Кери; Курбаннепесов, Керим"
КурбановА,NA,NA,m,NA,NA,"Курбанов, Араб; Курбанов, Арап"
КурбановБ,NA,NA,m,NA,NA,"Курбанов, Байрам"
КурбановТ,NA,NA,m,NA,NA,"Курбанов, Т."
КурбансахатовК,"Курбансахатов, Курбандурды",Q4247884,m,1919,1992,"Курбансахатов, К.; Курбансахатов, Курбандурды"
КурбатовВВ,NA,NA,m,NA,NA,"Курбатов, В.; Курбатов, Владимир"
КурбатовВЯ,NA,NA,m,NA,NA,"Курбатов, В. Я."
КурбатовГЛ,NA,NA,m,NA,NA,"Курбатов, Г. Л."
КурбатовКИ,"Курбатов, Константин Иванович",Q4247906,m,1926,2008,"Курбатов, К.; Курбатов, К. И.; Курбатов, Константин"
КурветЮ,NA,NA,NA,NA,NA,"Курвет, Ю."
КургановО,NA,NA,m,NA,NA,"Курганов, О."
КургосоваМД,NA,NA,f,NA,NA,"Кургосова, М.; Кургосова, М. Д."
КурденковКН,NA,NA,m,NA,NA,"Курденков, К.; Курденков, К. Н."
КурдиновскийЮ,NA,NA,m,NA,NA,"Курдиновский, Юрий"
КурдицкаяТА,NA,NA,f,NA,NA,"Курдицкая, Т. А."
КурдовВ,NA,NA,m,NA,NA,"Курдов, В."
КурдовС,NA,NA,m,NA,NA,"Курдов, С."
КурдюмовВВ,"Курдюмов, Всеволод Валерианович",Q16668991,m,1892,1956,"Курдюмов, В.; Курдюмов, В. В."
КуреннойЕЕ,NA,NA,m,NA,NA,"Куренной, Е.; Куренной, Е. Е.; Куренной, Евгений"
КурзенковС,NA,NA,m,NA,NA,"Курзенков, Сергей"
КуридовСН,NA,NA,m,NA,NA,"Куридов, С. Н."
КуриленкоЗЕ,NA,NA,NA,NA,NA,"Куриленко, З. Е."
КуриловичБ,NA,NA,NA,NA,NA,"Курилович, Б."
КурковВ,NA,NA,m,NA,NA,"Курков, Виталий"
КурковТ,NA,NA,m,NA,NA,"Курков, Тихон"
КурлатИБ,"Курлат, Иосиф Борисович",Q4248507,m,1927,2000,"Курлат, И.; Курлат, И. Б.; Курлат, Иосиф"
КурловС,NA,NA,m,NA,NA,"Курлов, Степан"
КурляндскийАЕ,"Курляндский, Александр Ефимович",Q3403622,m,1938,2020,"Курляндский, А.; Курляндский, А. Е."
КуровскийПП,NA,NA,m,NA,NA,"Куровский, П. П."
КурочкинВА,"Курочкин, Виктор Александрович",Q4248762,m,1923,1976,"Курочкин, В. А.; Курочкин, Виктор"
КурочкинВС,NA,NA,m,NA,NA,"Курочкин, В. С.; Курочкин, Владимир"
КурочкинИ,NA,NA,m,NA,NA,"Курочкин, И."
КурочкинН,"Курочкин, Николай Степанович",Q4248774,m,1830,1884,"Курочкин, Н."
КуртикянС,"Куртикян, Степан Мигранович",Q13054880,m,1908,1986,"Куртикян, Степан"
КуртоЕИ,NA,NA,m,NA,NA,"Курто, Е. И.; Курто, Евгений"
КурцманАС,NA,NA,NA,NA,NA,"Курцман А. С.; Курцман, А."
КурчавовИ,"Курчавов, Иван Фёдорович",Q55102037,m,1916,2002,"Курчавов, Иван"
КурчевскийВВ,"Курчевский, Вадим Владимирович",Q15132688,m,1928,1997,"Курчевский, В. В."
КурылеваСЛ,NA,NA,f,NA,NA,"Курылева, С. Л."
КурышинаАН,NA,NA,f,NA,NA,"Курышина, А. Н."
КурячаяМ,NA,NA,f,NA,NA,"Курячая, М."
КусковВ,NA,NA,m,NA,NA,"Кусков, В."
КустоЖ,"Кусто, Жак-Ив Ив",Q83233,m,1910,1997,"Кусто, Жак-Ив"
КустоваИ,NA,NA,f,NA,NA,"Кустова, И."
КустодиевБ,NA,NA,m,NA,NA,"Кустодиев, Б."
КутателадзеА,NA,NA,NA,NA,NA,"Кутателадзе, А."
КутателадзеД,NA,NA,NA,NA,NA,"Кутателадзе, Д."
КутевВ,NA,NA,m,NA,NA,"Кутев, В."
КутикК,NA,NA,NA,NA,NA,"Кутик; Кутик, Е."
КуткашенскийИ,NA,NA,m,NA,NA,"Куткашенский, Исманбек"
КутковецкийЯ,NA,NA,m,NA,NA,"Кутковецкий, Я."
КутловскийП,NA,NA,m,NA,NA,"Кутловский, П."
КутуеваЗМ,NA,NA,f,NA,NA,"Кутуева, З. М."
КутузовАД,NA,NA,m,NA,NA,"Кутузов, А. Д."
КутузовЕВ,NA,NA,m,NA,NA,"Кутузов, Е. В."
КутуйА,"Кутуй, Адель Нурмухамметович ;Кутуй, Адель Нурмухамедович",Q4057482,m,1903,1945,"Кутуй, А.; Кутуй, Адель"
КутуйР,NA,NA,m,NA,NA,"Кутуй, Р.; Кутуй, Рустам; Кутуй, Рустем"
КутюрьеП,NA,NA,NA,NA,NA,"Кутюрье, П."
КуусЭ,NA,NA,NA,NA,NA,"Куус, Э.; Куус, Элар"
КухановКМ,NA,NA,m,NA,NA,"Куханов, К. М."
КухаркинВМ,NA,NA,m,NA,NA,"Кухаркин, В. М."
КухтаЛ,NA,NA,NA,NA,NA,"Кухта, Л."
КуцВП,NA,NA,NA,NA,NA,"Куц, В. П."
КуценкоИЯ,NA,NA,NA,NA,NA,"Куценко, И. Я."
КуцепкаяЛИ,NA,NA,f,NA,NA,"Куцепкая, Л. И."
КучаевА,"Кучаев, Андрей Леонидович",Q4249902,m,1939,2009,"Кучаев, Андрей"
КучеваТ,NA,NA,f,NA,NA,"Кучева, Т."
КученеваГГ,NA,NA,f,NA,NA,"Кученева, Г. Г."
КучерВ,NA,NA,NA,NA,NA,"Кучер, В."
КучеренкоИТ,NA,NA,m,NA,NA,"Кучеренко, И. Т.; Кучеренко, Иван"
КучеровЕВ,NA,NA,m,NA,NA,"Кучеров, Е.; Кучеров, Е. В."
КучерявенкоВ,NA,NA,m,NA,NA,"Кучерявенко, В.; Кучерявенко, Василий"
КучинИ,"Кучин, Иван Леонидович",Q4250011,m,1959,NA,"Кучин, И.; Кучин, Иван"
КучинскийВА,NA,NA,m,NA,NA,"Кучинский, В. А."
КучиякП,"Кучияк, Павел Васильевич",Q4250037,m,1897,1943,"Кучияк, П.; Кучияк, Павел"
КучкинаОА,"Кучкина, Ольга Андреевна",Q4250047,f,1936,NA,"Кучкина, О. А."
КучукЗВ,NA,NA,NA,NA,NA,"Кучук, З. В."
КушакЮН,"Кушак, Юрий Наумович",Q4242229,m,1936,2016,"Кушак, Ю. Н.; Кушак, Юрий"
КушеронУ,NA,NA,m,NA,NA,"Кушерон, Улаф"
КушнерАС,"Кушнер, Александр Семенович ;Кушнер, Александр Семёнович",Q4250259,m,1936,NA,"Кушнер, А. С.; Кушнер, Александр"
КушнерБА,"Кушнер, Борис Анисимович",Q60050571,m,1888,1937,"Кушнер, Б. А."
КушнеровичР,"Кушнерович, Радий",Q16372813,m,1931,2010,"Кушнерович, Радий"
КушнирМС,NA,NA,NA,NA,NA,"Кушнир, М. С."
КушнировР,NA,NA,m,NA,NA,"Кушниров, Р."
КуштумН,"Куштум, Николай Алексеевич",Q55104025,m,1906,1970,"Куштум, Н."
КыдыровА,NA,NA,m,NA,NA,"Кыдыров, А.; Кыдыров, Азбий"
КымытвальА,NA,NA,f,NA,NA,"Кымытваль, Антонина"
КымытвальАА,"Кымытваль, Антонина Александровна",Q4250822,f,1938,2015,"Кымытваль, А. А."
КыркеланЮН,NA,NA,NA,NA,NA,"Кыркелан, Ю. Н."
КычаковИ,NA,NA,m,NA,NA,"Кычаков, И.; Кычаков, Иван"
КэЛ,NA,NA,NA,NA,NA,"Кэ, Лань"
КэзД,"John Francis Case",NA,NA,NA,NA,"Кэз, Д."
КэйЭ,NA,NA,NA,NA,NA,"Кэй, Э."
КэрД,NA,NA,NA,NA,NA,"Кэр, Д."
КэрареП,NA,NA,m,NA,NA,"Кэраре, П.; Кэраре, Петру"
КэрдэекенеМ,NA,NA,NA,NA,NA,"Кэрдэекене, М."
КэрроллЛ,"Кэрролл, Льюис  ;Кэролл, Льюис",Q38082,m,1832,1898,"Керролл, Л.; Керролл, Льюис; Кэролл, Льюис; Кэрролл, Л.; Кэрролл, Льюис"
КюриЕ,"Кюри, Ева Дениза",Q230068,f,1904,2007,"Кюри, Е."
КюхенмейстерВ,NA,NA,f,NA,NA,"Кюхенмейстер, Вера"
КюхенмейстерК,NA,NA,m,NA,NA,"Кюхенмейстер, Клаус"
КялундзюгаВ,NA,NA,f,NA,NA,"Кялундзюга, Валентина"
"Л. В.",NA,NA,NA,NA,NA,"Л. В."
"Л. М.",NA,NA,NA,NA,NA,"Л. М."
"Ла РюМ","Mabel Guinnip La Rue",Q112395938,f,1880,1971,"Ла Рю, Мейбл Ж."
ЛаасX,NA,NA,NA,NA,NA,"Лаас, X."
ЛабинМ,NA,NA,m,NA,NA,"Лабин, Михаил"
ЛабковскийН,"Лабковский, Наум Давыдович",Q4251867,m,1908,1989,"Лабковский, Н."
ЛабскирГЗ,NA,NA,NA,NA,NA,"Лабскир, Г. З."
Лабулэ,"Лабулэ, Эдуард Рене де",Q274429,m,1811,1883,Лабулэ
ЛабунскаяГВ,NA,NA,f,NA,NA,"Лабунская, Г.; Лабунская, Г. В."
ЛавреневБА,"Лавренев, Борис Андреевич",Q1361147,m,1891,1959,"Лавренев, Б.; Лавренев, Б. А.; Лавренев, Борис"
ЛавренкоБ,NA,NA,NA,NA,NA,"Лавренко, Б."
ЛаврентьевА,NA,NA,m,NA,NA,"Лаврентьев, А."
ЛаврентьевМИ,NA,NA,m,NA,NA,"Лаврентьев, М. И."
ЛаврикАГ,NA,NA,m,NA,NA,"Лаврик, А. Г.; Лаврик, Александр"
ЛавринайтисВ,NA,NA,NA,NA,NA,"Лавринайтис, В."
ЛавриновичИ,NA,NA,NA,NA,NA,"Лавринович, И."
ЛавровА,"Лавров, Александр Сергеевич",Q4252172,m,1929,2011,"Лавров, А."
ЛавровВ,NA,NA,m,NA,NA,"Лавров, В."
ЛавровГД,NA,NA,m,NA,NA,"Лавров, Г.; Лавров, Г. Д."
ЛавровДА,NA,NA,m,NA,NA,"Лавров, Д. А."
ЛавровИ,"Лавров, Илья Михайлович",Q4252207,m,1917,1983,"Лавров, Илья"
ЛавровК,NA,NA,m,NA,NA,"Лавров, К."
ЛавроваО,"Лаврова, Ольга Александровна",Q4252236,f,1932,2006,"Лаврова, О."
ЛавроваП,NA,NA,f,NA,NA,"Лаврова, П."
ЛагеркранцР,"Лагеркранц, Роза",Q4960513,f,1947,NA,"Лагеркранц, Р."
ЛагерлефС,"Лагерлёф, Сельма Отилиана ;Лагерлеф, Сельма Отилиана",Q44519,f,1858,1940,"Лагерлеф, С.; Лагерлёф, С.; Лагерлеф, Сельма; Лагерлёф, Сельма"
ЛагздыньВО,"Лагздынь, Виктор Оттович",Q21103745,m,1926,2008,"Лагздынь, В.; Лагздынь, В. О.; Лагздынь, Виктор"
ЛагздыньГР,"Лагздынь, Гайда Рейнгольдовна",Q21103748,f,1930,NA,"Лагздынь, Г. Р.; Лагздынь, Гайда"
ЛагинБЛ,NA,NA,m,NA,NA,"Лагин, Б. Л."
ЛагинЛИ,"Лагин, Лазарь Иосифович",Q2625592,m,1903,1979,"Лагин, Л.; Лагин, Л. И.; Лагин, Лазарь"
ЛаговскийИК,"Лаговский, Игорь Константинович",Q15070897,m,1922,2013,"Лаговский, И. К.; Лаговской, Игорь"
ЛагонакисВ,NA,NA,m,NA,NA,"Лагонакис, Владимир"
ЛагуновА,NA,NA,m,NA,NA,"Лагунов, Алексей"
ЛагуновКЯ,"Лагунов, Константин Яковлевич",Q16434827,m,1924,2001,"Лагунов, К.; Лагунов, К. Я.; Лагунов, Константин"
ЛагутенкоЛ,NA,NA,f,NA,NA,"Лагутенко, Лариса"
ЛагутинФ,NA,NA,m,NA,NA,"Лагутин, Ф."
ЛагутинаЕ,NA,NA,f,NA,NA,"Лагутина, Е."
ЛадаЙ,"Лада, Йозефа",Q368484,m,1887,1957,"Лада, Йозеф"
ЛадейщиковП,NA,NA,m,NA,NA,"Ладейщиков, П."
ЛадонщиковГА,NA,NA,m,NA,NA,"Ладонщиков, Г.; Ладонщиков, Г. А.; Ладонщиков, Георгий"
ЛадринайтисВ,NA,NA,NA,NA,NA,"Ладринайтис, В."
ЛадыжецВИ,"Ладыжец, Владимир Иванович",Q4252684,m,1924,1991,"Ладыжец, В. И.; Ладыжец, Вл.; Ладыжец, Владимир"
ЛадынинА,"Ладынин, Андрей Иванович",Q4252697,m,1938,2011,"Ладынин, А."
ЛажечниковИИ,"Лажечников, Иван Иванович",Q922027,m,1792,1869,"Лажечников, И.; Лажечников, И. И."
ЛазарА,NA,NA,f,NA,NA,"Лазар, Августа"
ЛазарЭ,"Лазар, Эрвин",Q780538,m,1936,2006,"Лазар, Э."
ЛазаревВ,"Лазарев, Владимир Яковлевич",Q4252789,m,1936,NA,"Лазарев, Владимир"
ЛазаревГ,"Лазарев, Григорий Дмитриевич",Q4252793,m,1917,1979,"Лазарев, Г."
ЛазаревЕВ,"Лазарев, Евгений Васильевич",Q22918822,m,1938,2015,"Лазарев, Е. В."
ЛазаревЛВ,NA,NA,m,NA,NA,"Лазарев, Л. В."
ЛазареваА,"Лазарева, Александра Назаровна",Q13210166,f,1917,1978,"Лазарева, Александра"
ЛазаревичЯ,NA,NA,NA,NA,NA,"Лазаревич, Я."
ЛазаревскийБА,"Лазаревский, Борис Александрович",Q12116920,m,1871,1936,"Лазаревский, Б. А."
ЛазаренкоМИ,NA,NA,NA,NA,NA,"Лазаренко, М. И."
ЛазоО,NA,NA,NA,NA,NA,"Лазо, О."
ЛаиглесияХ,NA,NA,m,NA,NA,"Лаиглесия, Хуан Антонио"
ЛайкоА,NA,NA,m,NA,NA,"Лайко, А.; Лайко, Александр"
ЛайтерЕ,NA,NA,NA,NA,NA,"Лайтер, Е."
ЛакатошБ,NA,NA,NA,NA,NA,"Лакатош, Б."
ЛакизаИ,NA,NA,NA,NA,NA,"Лакиза, И."
ЛамакинВ,NA,NA,m,NA,NA,"Ламакин, В."
ЛамберовА,NA,NA,m,NA,NA,"Ламберов, А."
ЛамбинА,NA,NA,m,NA,NA,"Ламбин, А."
ЛангеВН,NA,NA,NA,NA,NA,"Ланге, В. Н."
ЛангерФ,"Лангер, Франтишек",Q607464,m,1888,1965,"Лангер, Франтишек"
