author_std,fullname,qid,gender,birth_year,death_year,author
ФекетеШ,NA,NA,NA,NA,NA,"Фекете, Ш."
ФелипеН,NA,NA,NA,NA,NA,"Фелипе, Н."
ФеличеА,NA,NA,NA,NA,NA,"Феличе, А.; Феличе, А. [Ямщикова]; Феличе, Арт."
ФеллерА,NA,NA,NA,NA,NA,"Феллер, А."
ФельбахЛ,NA,NA,f,NA,NA,"Фельбах, Лена"
ФельдбергФ,NA,NA,NA,NA,NA,"Фельдберг, Ф."
ФельдблюмБ,NA,NA,NA,NA,NA,"Фельдблюм, Б."
ФельдекЛ,NA,NA,NA,NA,NA,"Фельдек, Л."
ФельдманКИ,"Фельдман, Константин Израилевич ;Фельдман, Константин Исидорович",Q4482514,m,1887,1968,"Фельдман, К.; Фельдман, К. И."
ФененкоМ,NA,NA,m,NA,NA,"Фененко, Микола"
ФеоктистовС,"Феоктистов, Сергей Георгиевич",Q23656635,m,1913,1999,"Феоктистов, С."
ФеофановОА,NA,NA,m,NA,NA,"Феофанов, О.; Феофанов, О. А.; Феофанов, Олег"
ФердманД,NA,NA,NA,NA,NA,"Фердман, Д."
ФереГ,NA,NA,m,NA,NA,"Фере, Г.; Фере, Георгий"
ФеркоМ,NA,NA,m,NA,NA,"Ферко, Милан"
Ферра-МикураВ,NA,NA,f,NA,NA,"Ферра-Микура, Вера"
ФерсманАЕ,NA,NA,m,NA,NA,"Ферсман, А.; Ферсман, А. Е.; Ферсман, А. Е. [акад.]; Ферсман, Александр"
ФесенкоА,NA,NA,NA,NA,NA,"Фесенко, А."
ФессалоницкийК,NA,NA,m,NA,NA,"Фессалоницкий, К."
ФетAА,NA,NA,NA,NA,NA,"Фет, A."
ФетАА,"Фет, Афанасий Афанасьевич",Q314212,m,1820,1892,"Фет, А.; Фет, А. А."
ФетисовБП,NA,NA,m,NA,NA,"Фетисов, Б. П."
ФетисовВК,NA,NA,m,NA,NA,"Фетисов, В.; Фетисов, В. К.; Фетисов, Василий"
ФетисовТИ,NA,NA,m,NA,NA,"Фетисов, Т. И.; Фетисов, Том."
ФеферИ,"Фефер, Исаак Соломонович",Q44738,m,1900,1952,"Фефер, Исаак"
ФехерК,NA,NA,f,NA,NA,"Фехер, К.; Фехер, Клара"
ФецА,NA,NA,m,NA,NA,"Фец, А.; Фец, Алексей"
ФиалковЮЯ,"Фиалков, Юрий Яковлевич",Q4483400,m,1931,2002,"Фиалков, Ю.; Фиалков, Ю. Я.; Фиалков, Юрий"
ФигнерВН,"Фигнер, Вера Николаевна",Q266783,f,1852,1942,"Фигнер, В.; Фигнер, В. Н.; Фигнер, Вера"
ФигулиМ,"Фигули, Маргита",Q455156,f,1909,1995,"Фигули, М."
ФидлерА,"Фидлер, Аркадий",Q55723,m,1894,1985,"Фидлер, А."
ФидлерЮ,"Фидлер, Юрий Владимирович",Q12848108,m,1898,1981,"Фидлер, Ю.; Фидлер, Юрий"
ФизулиМС,"Физули, Мухаммед Сулейман оглы",Q178379,m,1494,1556,"Физули; Физули, М. С.; Физули, Мухаммед"
ФиксинСА,"Фиксин, Сергей Андреевич",Q13174174,m,1907,1978,"Фиксин, С.; Фиксин, С. А.; Фиксин, Сергей"
ФилатовВ,"Филатов, В",NA,m,NA,NA,"Филатов, В."
ФилатовВИ,"Филатов, Валентин Иванович",Q4483761,m,1920,1979,"Филатов, В. И."
ФилатовЛГ,NA,NA,m,NA,NA,"Филатов, Л. Г."
ФилатовЛИ,"Филатов, Лев Иванович",Q4483776,m,1919,1997,"Филатов, Л.; Филатов, Лев."
ФилатовМА,NA,NA,m,NA,NA,"Филатов, М. А."
ФилатовМВ,NA,NA,m,NA,NA,"Филатов, М. В."
ФилевА,NA,NA,m,NA,NA,"Филев, Аркадий"
ФилимоноваИ,"Филимонова, Инна",Q55103530,f,1920,2015,"Филимонова, Инна"
ФилимоноваМП,NA,NA,f,NA,NA,"Филимонова, М. П."
ФилиоН,NA,NA,NA,NA,NA,"Филио, Н."
ФилипВП,NA,NA,m,NA,NA,"Филип, В.; Филип, В. П.; Филип, Виталие; Филип, Виталий"
ФилиповичН,NA,NA,m,NA,NA,"Филипович, Н.; Филипович, Ник.; Филипович, Николай"
ФилипповАП,"Филиппов, Александр Павлович",Q4484058,m,1932,2011,"Филиппов, А. П."
ФилипповБТ,"Филиппов, Борис Тимофеевич",NA,m,1911,1962,"Филиппов, Б."
ФилипповЛ,NA,NA,m,NA,NA,"Филиппов, Леонид"
ФилипповМИ,NA,NA,m,NA,NA,"Филиппов, М. И."
ФилипповСФ,"Филиппов, Сергей Филиппович",NA,m,NA,NA,"Филиппов, С."
ФилипповаКВ,"Филиппова, Клавдия Владимировна",Q56311209,f,1902,1950,"Филиппова, К.; Филиппова, К. В."
ФилипповаЛ,NA,NA,f,NA,NA,"Филиппова, Л."
ФилипповичАС,"Филиппович, Александр Сергеевич",NA,m,1935,1983,"Филиппович, А. С."
ФилиппычевАВ,NA,NA,m,NA,NA,"Филиппычев, А. В."
ФилистовичМГ,NA,NA,NA,NA,NA,"Филистович, М. Г."
ФилоянГ,NA,NA,m,NA,NA,"Филоян, Г.; Филоян, Гоар"
ФильдингГ,NA,NA,NA,NA,NA,"Фильдинг, Г."
ФильковС,NA,NA,m,NA,NA,"Фильков, С."
ФильцевГД,NA,NA,m,NA,NA,"Фильцев, Г. Д."
ФильштинскийВ,NA,NA,m,NA,NA,"Фильштинский, В."
ФинВГ,NA,NA,m,NA,NA,"Фин, В. Г."
ФинакинаТ,NA,NA,f,NA,NA,"Финакина, Татьяна"
ФингаретСИ,"Фингарет, Самуэлла Иосифовна",Q71057474,m,1927,2016,"Фингарет, С.; Фингарет, С. И.; Фингарет, Самуэлла"
ФинкВГ,"Финк, Виктор Григорьевич",Q4484831,m,1888,1973,"Финк, В. Г."
ФинкельИ,NA,NA,NA,NA,NA,"Финкель, И."
ФинкельштейнДН,"Финкельштейн, Давид Наумович",NA,m,NA,NA,"Финкельштейн, Д."
ФинкельштейнЕ,NA,NA,NA,NA,NA,"Финкельштейн, Е."
ФиннП,"Финн, Павел Константинович",Q13218097,m,1940,NA,"Финн, П."
ФиногеновА,NA,NA,m,NA,NA,"Финогенов, А."
ФирдоусиА,"Фирдоуси, Абулькасим",Q43459,m,940,1020,"Фирдоуси; Фирдоуси, А."
ФирсовВП,"Фирсов, Василий Петрович",NA,m,NA,NA,"Фирсов, Василий"
ФирсовЗП,"Фирсов, Захарий Павлович",NA,m,NA,NA,"Фирсов, З.; Фирсов, З. П."
ФирузБ,"Фируз, Бахром",Q20605539,m,1939,1994,"Фируз, Б."
Фич-ПеркинсЛ,NA,NA,f,NA,NA,"Фич-Перкинс, Люси"
ФишГС,"Фиш, Геннадий Семенович",NA,m,1903,1971,"Фиш, Г.; Фиш, Г. И.; Фиш, Г. С.; Фиш, Геннадий"
ФишбергВ,NA,NA,NA,NA,NA,"Фишберг, В."
ФишельсонМ,NA,NA,NA,NA,NA,"Фишельсон, М."
ФишманО,"Фишман, Ольга Лазаревна",Q4485227,f,1919,1986,"Фишман, О."
ФламбоП,NA,NA,NA,NA,NA,"Фламбо, П."
ФламмарионК,"Фламмарион, Камиль  ;Фламмарион, Камилл",Q295524,m,1842,1925,"Фламмарион, К."
ФлейронС,NA,NA,NA,NA,NA,"Флейрон, С."
ФлеровГН,NA,NA,m,NA,NA,"Флеров, Г. Н.; Флёров, Г. Н."
ФлеровИА,NA,NA,m,NA,NA,"Флеров, И. А."
ФлеровКК,NA,NA,m,NA,NA,"Флеров, К. К."
ФлеровН,NA,NA,m,NA,NA,"Флеров, Н."
ФлеровскийЕ,NA,NA,m,NA,NA,"Флеровский, Е."
ФлигельманС,NA,NA,NA,NA,NA,"Флигельман, С."
ФлинтВЕ,NA,NA,m,NA,NA,"Флинт, В. Е.; Флинт, Владимир"
ФлитА,"Флит, Александр Матвеевич",Q4491082,m,1891,1954,"Флит, А."
ФлиттнерНЛ,NA,NA,NA,NA,NA,"Флиттнер, Н. Л."
ФлоберГ,"Флобер, Гюстав  ;Флобер, Густав",Q43444,m,1821,1880,"Флобер, Г."
ФлоренсовНА,NA,NA,m,NA,NA,"Флоренсов, Н. А."
ФлоричФ,NA,NA,NA,NA,NA,"Флорич, Ф."
ФлосФ,"František Flos",Q326429,m,1864,1961,"Флос, Ф."
ФлягинА,NA,NA,m,NA,NA,"Флягин, А.; Флягин, Анатолий"
ФокинаОА,"Фокина, Ольга Александровна",Q4491345,f,1937,NA,"Фокина, О. А."
ФоксФР,NA,NA,NA,NA,NA,"Фокс, Ф. Р."
ФолсомФ,"Фолсом, Франклин",Q59531931,m,1907,1995,"Фолсом, Ф.; Фолсом, Франклин"
ФольманФ,NA,NA,NA,NA,NA,"Фольман, Ф."
ФоменкоП,"Фоменко, Пётр Наумович ;Фоменко, Петр Наумович",Q3388955,m,1932,2012,"Фоменко, П."
ФоминАА,"Александр Андреевич",NA,m,NA,NA,"Фомин, А."
ФоминБВ,NA,NA,m,NA,NA,"Фомин, Б. В.; Фомин, Борис"
ФоминВС,NA,NA,m,NA,NA,"Фомин, В.; Фомин, В. С.; Фомин, Виталий"
ФоминЛА,NA,NA,m,NA,NA,"Фомин, Л. А.; Фомин, Леонид"
ФоминЛЛ,NA,NA,m,NA,NA,"Фомин, Л.; Фомин, Л. Л.; Фомин, Лев."
ФоминС,NA,NA,m,NA,NA,"Фомин, С."
ФоминаМ,NA,NA,f,NA,NA,"Фомина, М.; Фомина, Марта"
ФоминаОН,NA,NA,f,NA,NA,"Фомина, О. Н."
ФоминцеваЛА,NA,NA,f,NA,NA,"Фоминцева, Л. А."
ФоминыхЮ,NA,NA,NA,NA,NA,"Фоминых, Ю."
ФомичевВД,NA,NA,m,NA,NA,"Фомичев, В. Д."
ФомичевЕ,NA,NA,m,NA,NA,"Фомичев, Е."
ФомичевНА,NA,NA,m,NA,NA,"Фомичев, Н. А."
ФомичевР,NA,NA,m,NA,NA,"Фомичев, Р."
ФомичеваЕ,NA,NA,f,NA,NA,"Фомичева, Е."
ФомченкоОС,NA,NA,NA,NA,NA,"Фомченко, О. С."
ФонаревЛ,NA,NA,m,NA,NA,"Фонарев, Л."
ФонвизинДИ,"Фонвизин, Денис Иванович",Q315885,m,1745,1792,"Фонвизин, Д. И."
ФоняковаЭ,"Фонякова, Элла Ефремовна",Q103908806,f,1934,2012,"Фонякова, Элла"
ФорбсЭ,"Форбс, Эстер",Q454420,f,1891,1967,"Форбс, Эстер"
ФормозовАН,NA,NA,m,NA,NA,"Формозов, А.; Формозов, А. Н.; Формозов, Александр"
ФортунатовБК,NA,NA,m,NA,NA,"Фортунатов, Б. К."
ФортунатоваЕЯ,NA,NA,f,NA,NA,"Фортунатова, Е. Я."
ФотеевВ,NA,NA,m,NA,NA,"Фотеев, В."
ФофановаМ,NA,NA,f,NA,NA,"Фофанова, М."
ФрадкинАМ,NA,NA,m,NA,NA,"Фрадкин, А. М."
ФрадкинБЗ,"Фрадкин, Борис Захарович",Q4492284,m,1917,2010,"Фрадкин, Б. З."
ФрадкинНГ,NA,NA,m,NA,NA,"Фрадкин, Н.; Фрадкин, Н. Г."
ФрадковИС,NA,NA,m,NA,NA,"Фрадков, И. С."
ФраерманРИ,"Фраерман, Рувим Исаевич",Q4357901,m,1891,1972,"Фраерман, Р.; Фраерман, Р. И.; Фраерман, Рувим"
ФранкоИЯ,"Франко, Иван Яковлевич",Q332462,m,1856,1916,"Франко, И.; Франко, И. Я.; Франко, Иван"
ФрансА,"Франс, Анатоль",Q42443,m,1844,1924,"Франс, А."
ФранцевМ,NA,NA,m,NA,NA,"Францев, М."
ФранцозКЭ,"Францоз, Карл Эмиль",Q78846,m,1848,1904,"Францоз, К. Э."
ФрезИ,NA,NA,m,NA,NA,"Фрез, Илья"
ФрейВ,"Фрей, Вильям",NA,m,NA,NA,"Фрей, В."
ФрейбергЕН,NA,NA,m,NA,NA,"Фрейберг, Е.; Фрейберг, Е. Н.; Фрейберг, Евгений"
ФрейбергП,NA,NA,NA,NA,NA,"Фрейберг, П."
ФрейдбергИ,NA,NA,NA,NA,NA,"Фрейдберг, И."
ФрейдгеймИЛ,NA,NA,NA,NA,NA,"Фрейдгейм, И. Л."
ФрейкинЗГ,NA,NA,m,NA,NA,"Фрейкин, З. Г."
ФрейтаГ,NA,NA,NA,NA,NA,"Фрейта, Г."
ФрейхольдКФ,NA,NA,NA,NA,NA,"Фрейхольд, К. Ф."
ФренкельИМ,NA,NA,NA,NA,NA,"Френкель, И. М."
ФренкельНЯ,NA,NA,f,NA,NA,"Френкель, Н.; Френкель, Н. Я.; Френкель, Нина"
ФренкельП,"Френкель, Павел Львович",Q25978534,m,1946,NA,"Френкель, П."
ФренцВ,NA,NA,m,NA,NA,"Френц, Владимир"
ФридЯЕ,"Фрид, Я Е",NA,m,NA,NA,"Фрид, Я."
ФридландЛ,"Фридланд, Лев Семенович ;Фридланд, Лев Семёнович",Q4492720,m,1888,1960,"Фридланд, Л."
ФридманАМ,"Фридман, Абрам Моисеевич",NA,m,NA,NA,"Фридман, А."
ФридманВГ,NA,NA,NA,NA,NA,"Фридман, В. Г.; Фридман, В. Г. [проф.]"
ФридманЛМ,"Фридман, Лев Моисеевич",Q28354800,m,NA,NA,"Фридман, Л. М."
ФридманМ,"Фридман, Михаил Моисеевич",NA,m,NA,NA,"Фридман, М."
ФридманПЕ,NA,NA,NA,NA,NA,"Фридман, П. Е."
ФридманЭП,"Фридман, Эман Петрович",NA,m,NA,NA,"Фридман, Э."
ФридманЮА,"Фридман, Юрий Александрович",Q4492754,m,1933,2008,"Фридман, Ю. А."
ФридманЮГ,NA,NA,NA,NA,NA,"Фридман, Ю."
ФрилБ,"Фрил, Брайан  ;Фрил, Брайен  ;Фрил, Бернард Патрик",Q283227,m,1929,2015,"Фрил, Б."
ФрисА,NA,NA,NA,NA,NA,"Фрис, А."
ФричеВМ,NA,NA,NA,NA,NA,"Фриче, В. М."
ФришК,NA,NA,m,NA,NA,"Фриш, Карл"
ФришерЕ,NA,NA,f,NA,NA,"Фришер, Елена"
ФроловАК,"Фролов, Александр Константинович",NA,m,NA,NA,"Фролов, А."
ФроловВА,NA,NA,m,NA,NA,"Фролов, В. А."
ФроловВГ,"Фролов, Вадим Григорьевич",Q4492906,m,1918,1994,"Фролов, В. Г.; Фролов, Вадим"
ФроловГН,NA,NA,m,NA,NA,"Фролов, Г. Н."
ФроловИВ,NA,NA,m,NA,NA,"Фролов, И. В."
ФроловИЕ,"Фролов, Иван Ефимович",Q4492921,m,NA,NA,"Фролов, Иван"
ФроловИС,"Фролов, Игорь Сергеевич",NA,m,NA,NA,"Фролов, И."
ФроловЛА,"Фролов, Леонид Анатольевич",Q18590468,m,1937,2010,"Фролов, Л. А."
ФроловС,"Фролов, С",NA,m,NA,NA,"Фролов, С."
ФроловЮП,NA,NA,m,NA,NA,"Фролов, Ю. П.; Фролов, Ю. П. [проф.]"
ФроловаДА,NA,NA,f,NA,NA,"Фролова, Д. А."
ФроловаМФ,NA,NA,f,NA,NA,"Фролова, М.; Фролова, М. Ф.; Фролова, Майя"
ФроловичЕ,NA,NA,NA,NA,NA,"Фролович, Е."
ФроловскийДИ,NA,NA,m,NA,NA,"Фроловский, Д. И."
ФроманМ,"Фроман, Михаил Александрович",Q4493010,m,1891,1940,"Фроман, М."
ФрумкинВ,NA,NA,m,NA,NA,"Фрумкин, В.; Фрумкин, Владимир"
ФрэнчГВ,"Harry Willard French",Q18511807,m,1854,1915,"Фрэнч, Генри Виллорд"
Фуиг-Куан,NA,NA,NA,NA,NA,Фуиг-Куан
ФуксБК,"Фукс, Борис Кивович",NA,m,1878,1946,"Фукс, Б. К."
Фульберг-ХорстН,NA,NA,NA,NA,NA,"Фульберг-Хорст, Н."
ФунтиковГ,NA,NA,m,NA,NA,"Фунтиков, Г."
ФуринС,NA,NA,m,NA,NA,"Фурин, С."
ФуринСА,NA,NA,m,NA,NA,"Фурин, С. А.; Фурин, Станислав"
ФурмановАГ,NA,NA,m,NA,NA,"Фурманов, А. Г."
ФурмановДА,"Фурманов, Дмитрий Андреевич",Q507381,m,1891,1926,"Фурманов, Д.; Фурманов, Д. А.; Фурманов, Дм.; Фурманов, Дмитрий"
ФурманскийП,"Фурманский, Павел Наумович",Q55103535,m,1908,1970,"Фурманский, П."
ФутликЛ,NA,NA,NA,NA,NA,"Футлик, Л."
ФучикЮ,"Фучик, Юлиус",Q142059,m,1903,1943,"Фучик, Ю.; Фучик, Юлиус"
ХааканаВ,NA,NA,f,NA,NA,"Хаакана, В."
ХавкинОА,"Хавкин, Оскар Адольфович",Q4494459,m,1912,1993,"Хавкин, О.; Хавкин, О. А.; Хавкин, Оскар"
ХавкинаН,NA,NA,f,NA,NA,"Хавкина, Н."
ХаггардГР,"Хаггард, Генри Райдер",Q237196,m,1856,1925,"Хаггард, Г. Р.; Хаггард, Г.-Р.; Хаггард, Генри Райдер; Хаггард, Генри Рейдер"
ХаджимарчевИ,"Хаджимарчев, Иван Атанасов",Q12281275,m,1897,1957,"Хаджимарчев, И."
ХадкевичТ,"Хадкевич, Тарас Константинович",Q4494579,m,1912,1975,"Хадкевич, Т.; Хадкевич, Тарас"
ХаевМК,NA,NA,m,NA,NA,"Хаев, М. К."
ХазановИЛ,NA,NA,m,NA,NA,"Хазанов, И.; Хазанов, И. Л."
ХазановЮС,"Хазанов, Юрий Самуилович",Q4494632,m,1920,2020,"Хазанов, Ю. С.; Хазанов, Юрий"
ХазановичЮЯ,"Хазанович, Юрий Яковлевич",Q55103544,m,1913,1969,"Хазанович, Ю.; Хазанович, Ю. Я.; Хазанович, Юрий"
ХазанскийВЯ,NA,NA,m,NA,NA,"Хазанский, В. Я."
ХазенАМ,NA,NA,m,NA,NA,"Хазен, А. М.; Хазен, Александр"
ХазиахметовШС,"Хазиахметов, Шамиль Сафуанович",Q18640617,m,1941,2012,"Хазиахметов, Ш. С."
ХазинА,"Хазин, Александр Абрамович",Q4494650,m,1912,1976,"Хазин, А."
ХазинЕЯ,"Хазин, Евгений Яковлевич",Q29359660,m,1893,1974,"Хазин, Е.; Хазин, Е. Я."
ХазинМГ,"Хазин, Михаил Григорьевич",Q4494654,m,1932,NA,"Хазин, Михаил"
ХазриН,"Хазри, Наби",Q4311196,m,1924,2007,"Хазри, Н.; Хазри, Наби"
ХаидовА,NA,NA,m,NA,NA,"Хаидов, Аллвберды"
Хаир-Ханум,NA,NA,NA,NA,NA,Хаир-Ханум
ХаитГ,NA,NA,m,NA,NA,"Хаит, Григорий"
ХаифеновА,NA,NA,m,NA,NA,"Хаифенов, Алим"
ХайдаровА,NA,NA,m,NA,NA,"Хайдаров, А."
ХайдовА,NA,NA,m,NA,NA,"Хайдов, А.; Хайдов, Аллаберды"
ХайкинаДГ,"Хайкина, Дора Гиршивна ;Хайкина, Дебора Гирш",Q4494767,f,1913,2006,"Хайкина, Д. Г."
ХайловЛМ,NA,NA,m,NA,NA,"Хайлов, Л. М."
ХайруллаевМ,NA,NA,m,NA,NA,"Хайруллаев, Мухамед"
ХайтАИ,"Хайт, Аркадий Иосифович",Q4494858,m,1938,2000,"Хайт, А.; Хайт, А. И.; Хайт, Аркадий"
ХайтГ,NA,NA,NA,NA,NA,"Хайт, Г.; Хайт, Гр."
ХайтовН,NA,NA,m,NA,NA,"Хайтов, Николай"
ХакимМ,NA,NA,NA,NA,NA,"Хаким, Мусса"
ХакимС,"Хаким, Сибгат Тазиевич",Q4494917,m,1911,1986,"Хаким, С.; Хаким, Сабгат; Хаким, Сибгат; Хаким, Сигбат"
ХакимовР,"Хакимов, Рамиль Гарафович",Q18694445,m,1932,1999,"Хакимов, Рамиль"
ХакимовЭ,"Хакимов, Эдвард Муратович",Q31444444,m,1938,NA,"Хакимов, Э."
ХакимоваМ,NA,NA,f,NA,NA,"Хакимова, М.; Хакимова, Мавджуда"
ХаксП,"Хакс, Петер",Q61194,m,1928,2003,"Хакс, П.; Хакс, Петер"
ХаламинскаяМ,NA,NA,f,NA,NA,"Халаминская, Маргарита"
ХалатовНВ,NA,NA,m,NA,NA,"Халатов, Н. В."
ХалафянЗ,"Халафян, Зорайр Ервандович",Q13052852,m,1933,2008,"Халафян, З."
ХалашЛ,NA,NA,m,NA,NA,"Халаш, Леонид"
ХалашиМ,NA,NA,f,NA,NA,"Халаши, М.; Халаши, Мария"
ХалецкийА,NA,NA,m,NA,NA,"Халецкий, А."
ХаликовXШ,NA,NA,m,NA,NA,"Халиков, X. Ш."
ХалилЗ,"Халил, Захид",Q12848227,m,1942,NA,"Халил, З."
ХалилецкийГ,NA,NA,m,NA,NA,"Халилецкий, Г."
ХалимА,"Халим, Айдар",Q4058791,m,1942,NA,"Халим, А."
ХалиманИ,NA,NA,NA,NA,NA,"Халиман, И."
ХалипЯ,"Халип, Яков Николаевич",Q4495073,m,1908,1980,"Халип, Я."
ХалифманИА,"Халифман, Иосиф Аронович",Q4495092,m,1902,1988,"Халифман, И.; Халифман, И. А.; Халифман, Иосиф"
ХалкинГ,NA,NA,m,NA,NA,"Халкин, Г."
ХалтуринИ,"Халтурин, Иван Игнатьевич",Q28359909,m,1902,1969,"Халтурин, И."
ХальскийСД,NA,NA,m,NA,NA,"Хальский, С. Д."
ХаляпинаТ,NA,NA,f,NA,NA,"Халяпина, Т."
ХамаданА,"Хамадан, Александр Моисеевич",Q18405199,m,1908,1943,"Хамадан, А."
ХамзаХ,NA,NA,NA,NA,NA,"Хамза, Хакимзаде Ниязи"
ХамзинХ,NA,NA,m,NA,NA,"Хамзин, Хаби"
ХамидТ,"Хамид, Ташпулат",Q42295431,m,1927,1984,"Хамид, Т.; Хамид, Ташпулат"
ХаммарстремН,NA,NA,NA,NA,NA,"Хаммарстрем, Н."
ХампС,"Sidford Frederick Hamp",Q110941062,m,1855,1919,"Хамп, Сидфорд"
ХанЮ,NA,NA,NA,NA,NA,"Хан, Юн Xо."
ХанаевИА,NA,NA,m,NA,NA,"Ханаев, И.; Ханаев, И. А."
ХанашевичДР,NA,NA,NA,NA,NA,"Ханашевич, Д. Р."
ХанашевичНЛ,NA,NA,NA,NA,NA,"Ханашевич, Н. Л."
ХаневскаяН,NA,NA,f,NA,NA,"Ханевская, Н."
ХанзадянС,"Ханзадян, Серо Николаевич",Q1980303,m,1915,1998,"Ханзадян, С.; Ханзадян, Серо"
ХанинаТС,NA,NA,f,NA,NA,"Ханина, Т. С."
ХанисовГА,NA,NA,m,NA,NA,"Ханисов, Г. А."
ХансонП,NA,NA,NA,NA,NA,"Хансон, Пер."
ХантА,"Хант, Айрин",Q4495555,f,1902,2001,"Хант, А."
ХанфеновА,"Ханфенов, Алим Мазанович",Q15062917,m,1922,2014,"Ханфенов, Алим"
ХаразянцА,NA,NA,NA,NA,NA,"Харазянц, А."
ХарджиевН,"Харджиев, Николай Иванович",Q4495789,m,1903,1996,"Харджиев, Н."
ХардиТ,"Харди, Томас",Q132805,m,1840,1928,"Харди, Томас"
ХардингД,"Хардинг, Дж",NA,m,NA,NA,"Хардинг, Д."
ХаритановичЭ,NA,NA,NA,NA,NA,"Хаританович, Э."
ХаритановскийА,NA,NA,m,NA,NA,"Харитановский, А.; Харитановский, Александр"
ХаритоновАГ,NA,NA,m,NA,NA,"Харитонов, А. Г."
ХаритоновАИ,NA,NA,m,NA,NA,"Харитонов, А. И."
ХаритоновР,"Харитонов, Роман Фёдорович",Q21141311,m,1935,2000,"Харитонов, Роман"
Харитонова-ОстровскаяРБ,NA,NA,f,NA,NA,"Харитонова-Островская, Р. Б."
ХаритоновичЭ,NA,NA,NA,NA,NA,"Харитонович, Эд."
ХаркевичА,NA,NA,m,NA,NA,"Харкевич, Александр"
ХаркевичМ,NA,NA,NA,NA,NA,"Харкевич, М."
ХарламовА,"Харламов, Александр Александрович",NA,m,NA,NA,"Харламов, Александр"
ХарлампьевГД,"Харлампьев, Герасим Дмитриевич",Q2387788,m,1913,1994,"Харлампьев, Г.; Харлампьев, Г. Д.; Харлампьев, Герасим"
ХарлановаЭ,NA,NA,f,NA,NA,"Харланова, Э."
ХармсДИ,"Хармс, Даниил Иванович",Q266127,m,1905;1906,1942,"Хармс, Д.; Хармс, Д. И.; Хармс, Даниил"
ХаррисДЧ,"Харрис, Джоэль Чандлер",Q554269,m,1848,1908,"Харрис, Д. Ч.; Харрис, Джоэль; Харрис, Джоэль Чендлер"
ХарузинаВН,NA,NA,f,NA,NA,"Харузина, В.; Харузина, В. Н."
ХарченкоВ,"Харченко, Владимир Ильич",NA,m,NA,NA,"Харченко, Владимир"
ХарченкоЛИ,NA,NA,f,NA,NA,"Харченко, Л.; Харченко, Л. И.; Харченко, Людмила"
ХарченкоН,NA,NA,NA,NA,NA,"Харченко, Н."
ХарчиковАТ,"Харчиков, Александр Тихонович",Q4496184,m,1936,2010,"Харчиков, А. Т."
ХарчукБН,"Харчук, Борис Никитович",Q12167045,m,1931,1988,"Харчук, Б.; Харчук, Б. Н."
ХаршЛ,NA,NA,NA,NA,NA,"Харш, Ласло"
ХасановАБ,NA,NA,m,NA,NA,"Хасанов, А. Б."
ХасановАяз,NA,NA,m,NA,NA,"Хасанов, А."
ХасановМ,NA,NA,m,NA,NA,"Хасанов, М.; Хасанов, Махмуд"
ХасинА,NA,NA,m,NA,NA,"Хасин, А."
ХаскинАИ,NA,NA,m,NA,NA,"Хаскин, А.; Хаскин, А. И.; Хаскин, Ал."
ХатанзейскийПА,NA,NA,m,NA,NA,"Хатанзейский, П. А."
ХатановАА,NA,NA,m,NA,NA,"Хатанов, А. А."
ХатунскийС,NA,NA,m,NA,NA,"Хатунский, С."
ХатуовС,NA,NA,m,NA,NA,"Хатуов, Сайдин"
ХаустовП,NA,NA,m,NA,NA,"Хаустов, П."
ХауфВ,NA,NA,NA,NA,NA,"Хауф, В."
ХахандуковР,NA,NA,m,NA,NA,"Хахандуков, Рамазан"
ХачатрянП,NA,NA,NA,NA,NA,"Хачатрян, Патвакан"
ХачатуроваН,NA,NA,f,NA,NA,"Хачатурова, Н."
ХачкованянГ,NA,NA,NA,NA,NA,"Хачкованян, Г."
ХашигН,NA,NA,NA,NA,NA,"Хашиг, Н."
ХашимовXК,NA,NA,m,NA,NA,"Хашимов, X. К."
ХаштоваМ,NA,NA,f,NA,NA,"Хаштова, Мария"
ХватЛ,NA,NA,NA,NA,NA,"Хват, Л."
ХведаровичМ,"Хведарович, Микола",Q11683918,m,1904,1981,"Хведарович, Микола"
ХвостовАМ,NA,NA,m,NA,NA,"Хвостов, А. М."
ХвостовГ,NA,NA,m,NA,NA,"Хвостов, Григорий"
ХвощинскаяЕ,NA,NA,f,NA,NA,"Хвощинская, Е."
ХейердалТ,"Хейердал, Тур",Q133622,m,1914,2002,"Хейердал, Т.; Хейердал, Тур."
ХейсинМ,NA,NA,m,NA,NA,"Хейсин, М."
ХелемскийЯА,"Хелемский, Яков Александрович ;Хелемский, Яков Айзикович",Q4497146,m,1914,2003,"Хелемский, Я. А.; Хелемский, Яков"
ХемингуэйЭ,"Хемингуэй, Эрнест Миллер",Q23434,m,1898;1899,1961,"Хемингуэй, Э.; Хемингуэй, Эрнест"
ХенкинВЛ,"Хенкин, Виктор Львович",Q4497237,m,1923,2010,"Хенкин, В. Л.; Хенкин, Виктор"
ХентовП,NA,NA,m,NA,NA,"Хентов, П."
ХентоваСМ,NA,NA,f,NA,NA,"Хентова, С.; Хентова, С. М.; Хентова, Софья"
ХерсонскийАА,NA,NA,m,NA,NA,"Херсонский, А. А."
ХертлингП,"Хертлинг, Петер",Q77482,m,1933,2017,"Хертлинг, П."
ХетагуровК,"Хетагуров, Коста Леванович",Q368956,m,1859,1906,"Хетагуров, К.; Хетагуров, Коста"
ХигерЕ,NA,NA,NA,NA,NA,"Хигер, Е."
