author,title,genre,year,printrun,kid,junior,teen,exclude,location,sex
"Мирнев, В. Н.",Живое дерево ,повесть,1988,100000,1,NA,NA,NA,Москва,м
"Могилев, Г. С.",Детство с облаками,повесть,1985,15000,NA,1,1,NA,Ставрополь,м
"Москвин, Н. Я.",Лето летающих,повесть,1985,100000,NA,1,NA,NA,Москва,м
"Мошковский, А. И.",Не опоздай к приливу,повесть,1985,NA,NA,1,1,NA,Москва,м
"Наволочкин, Н. Д.","""Бор-Бос"" поднимает паруса",повесть,1985,100000,1,NA,NA,NA,Хабаровск,м
"Нечаев, Л. Е.  ",Ромашка и Черныш,повесть,1988,NA,1,NA,NA,NA,Москва,м
"Носов, Н. Н.",Затейники,рассказ,1985,2000000,1,NA,NA,NA,Москва,м
"Осеева, В. А.",Динка,повесть,1985,180000,NA,1,NA,NA,Минск,ж
"Падерин, Г. Н.",Под боком у чужой комендатуры : Из тетрадей военной поры,NA,1985,50000,NA,1,NA,NA,Новосибирск,м
"Пантелеев, Л.",Первый подвиг,рассказ,1985,400000,1,NA,NA,NA,Киев,м
"Пантелеев, Л.",Платочек,рассказ,1985,150000,1,NA,NA,NA,Элиста,м
"Переладов, В. М.",Сочинение на свободную тему,повесть,1985,15000,NA,NA,1,NA,Ростов на Дону,м
"Петухов, А. В.",Без отца,повесть,1987,NA,NA,NA,1,NA,Москва,м
"Петухов, А. В.",Без отца,повесть,1989,300000,NA,NA,1,NA,Москва,м
"Пикуль, В. С.",Мальчики с бантиками,повесть,1985,150000,NA,1,1,NA,Петрозаводск,м
"Полетаев, С. Е. ",Последний коршун,рассказ,1988,100000,1,NA,NA,NA,Москва,м
"Потанин, В. Ф. ",Белые кони : Страницы жизни Степы Луканина,повесть,1985,100000,1,NA,NA,NA,Москва,м
"Приставкин, А. И.",Ночевала тучка золотая,повесть,1988,100000,NA,NA,NA,NA,Москва,м
"Приставкин, А. И.",Ночевала тучка золотая,повесть,1988,200000,NA,NA,NA,NA,Москва,м
"Путилина, В. В.",За рекой Синезеркой,повесть,1985,100000,1,NA,NA,NA,Москва,ж
"Рязанова, Е. М.",Зовут горизонты,повесть,1985,50000,NA,NA,1,NA,Саратов,ж
"Семяновский, Ф. М.",Повесть о фронтовом детстве,повесть,1985,100000,1,NA,NA,NA,Москва,м
"Сергеев, Л. А.",Собиратель чудес,рассказ,1990,150000,1,NA,NA,NA,Москва,м
"Серединский, В. П.",Валька,повесть,1985,30000,NA,1,NA,NA,Магадан,м
"Симонова, Л. С.",Круг,повесть,1990,100000,NA,1,1,NA,Москва,ж
"Соколовский, В. Г.","Мальчишки, мальчишки…",повесть,1985,30000,NA,NA,NA,NA,Пермь,м
"Соколовский, В. Г.",Маршрут,повесть,1990,50000,NA,NA,NA,NA,Пермь,м
"Солоухин, В. А.",Ножичек с костяной ручкой,рассказ,1985,900000,1,NA,NA,NA,Москва,м
"Сухачев, М. П.",Дети блокады,повесть,1989,NA,NA,1,NA,NA,Москва,м
"Тихомиров, О. Н.",Трус не играет в хоккей,рассказ,1987,100000,1,NA,NA,NA,Москва,м
"Тычинин, В. В.",Каникулы на колесах,повесть,1988,NA,NA,1,NA,NA,Киев,м
"Тяпаев, А. П.",Соседи,повесть,1985,NA,NA,1,1,NA,Москва,м
"Усова, Г. С.",Улица Серебристых Тополей,повесть,1985,150000,1,NA,NA,NA,Ленинград,ж
"Фролов, Л. А.",Полежаевские мужички,рассказ,1985,100000,NA,1,NA,NA,Москва,м
"Цветнов, А. И.",Дальняя дорога,повесть,1985,50000,NA,1,1,NA,Горький,м
"Цуприк, Н. В.",Женька на чудо-острове,повесть,1985,30000,1,1,NA,NA,Омск,ж
"Чинарева, Т. Ф.",Командир в полоску,повесть,1990,50000,NA,1,1,NA,Хабаровск,ж
"Чинарева, Т. Ф.",Портфель чемпиона,повесть,1988,50000,NA,1,NA,NA,Хабаровск,ж
"Чинарева, Т. Ф.","Прощайте, белые медведи!",рассказ,1985,100000,1,NA,NA,NA,Хабаровск,ж
"Чуковский, К. И.",Серебряный герб,повесть,1985,100000,NA,1,NA,NA,Москва,м
"Шаповалов, В. М.",Весны детства,повесть,1985,30000,NA,1,1,NA,Воронеж,ж
"Шестинский, О. Н.",Блокадные новеллы,новелла,1985,350000,NA,1,1,NA,Иркутск,м
"Шифрина, Ю. Я.","Ты любишь меня, мама?",NA,1988,NA,NA,NA,NA,NA,Воронеж,ж
"Шифрина, Ю. Я.",Я расскажу..,повесть,1985,NA,NA,NA,1,NA,Воронеж,ж
"Шолохов, М. А.",Нахаленок,рассказ,1985,150000,1,NA,NA,NA,Москва,м
"Шолохов, М. А.",Нахаленок,рассказ,1985,300000,1,NA,NA,NA,Москва,м
"Штейн, Б. С.",Солнце на перекладине,повесть,1990,20000,NA,NA,1,NA,Таллинн,м
"Якименко, В. Л.",Сочинение,повесть,1985,65000,NA,NA,1,NA,Москва,м
"Яковлев, П. Н.",Первый ученик,повесть,1985,100000,NA,1,1,NA,Ростов на Дону,м
